vessel_id,lon,lat,speed,dt,dt_min,dt_max
11e59aaa59860630711db1173860c9b322292d9da5a3311c469093a8d754c058,23.64081,37.94379,2.7,2019-04-29 20:02:23,2019-04-29 20:01:53,2019-04-29 20:02:53
1d2a32243707b28cb49a7c7806585b884d7f84b30c1a248eda6636f67780f0a4,23.64076,37.94775,0.7,2019-04-29 20:02:25,2019-04-29 20:01:55,2019-04-29 20:02:55
1d2a32243707b28cb49a7c7806585b884d7f84b30c1a248eda6636f67780f0a4,23.64076,37.94774,0.7,2019-04-29 20:02:28,2019-04-29 20:01:58,2019-04-29 20:02:58
9853c62eb450dee1bf42639a61e714abcb743428820cf743ce59e4a058c4a842,23.62521,37.9385,9.2,2019-04-29 20:02:30,2019-04-29 20:02:00,2019-04-29 20:03:00
11e59aaa59860630711db1173860c9b322292d9da5a3311c469093a8d754c058,23.64091,37.94387,2.8,2019-04-29 20:02:32,2019-04-29 20:02:02,2019-04-29 20:03:02
1d2a32243707b28cb49a7c7806585b884d7f84b30c1a248eda6636f67780f0a4,23.64076,37.94771,0.8,2019-04-29 20:02:34,2019-04-29 20:02:04,2019-04-29 20:03:04
1d2a32243707b28cb49a7c7806585b884d7f84b30c1a248eda6636f67780f0a4,23.64076,37.9477,0.8,2019-04-29 20:02:38,2019-04-29 20:02:08,2019-04-29 20:03:08
1d2a32243707b28cb49a7c7806585b884d7f84b30c1a248eda6636f67780f0a4,23.64075,37.94768,0.8,2019-04-29 20:02:41,2019-04-29 20:02:11,2019-04-29 20:03:11
11e59aaa59860630711db1173860c9b322292d9da5a3311c469093a8d754c058,23.64102,37.94396,3,2019-04-29 20:02:42,2019-04-29 20:02:12,2019-04-29 20:03:12
1d2a32243707b28cb49a7c7806585b884d7f84b30c1a248eda6636f67780f0a4,23.64076,37.94765,0.7,2019-04-29 20:02:49,2019-04-29 20:02:19,2019-04-29 20:03:19
1d2a32243707b28cb49a7c7806585b884d7f84b30c1a248eda6636f67780f0a4,23.64076,37.94764,0.7,2019-04-29 20:02:54,2019-04-29 20:02:24,2019-04-29 20:03:24
ce1b88a7983b03e73811ccc8ea111f6879a89ae04eca20ee8f6a8c1c080917b5,23.63629,37.93989,0.1,2019-04-29 20:03:01,2019-04-29 20:02:31,2019-04-29 20:03:31
1d2a32243707b28cb49a7c7806585b884d7f84b30c1a248eda6636f67780f0a4,23.64076,37.94762,0.7,2019-04-29 20:03:01,2019-04-29 20:02:31,2019-04-29 20:03:31
11e59aaa59860630711db1173860c9b322292d9da5a3311c469093a8d754c058,23.64129,37.9442,3.3,2019-04-29 20:03:02,2019-04-29 20:02:32,2019-04-29 20:03:32
1d2a32243707b28cb49a7c7806585b884d7f84b30c1a248eda6636f67780f0a4,23.64076,37.94761,0.6,2019-04-29 20:03:05,2019-04-29 20:02:35,2019-04-29 20:03:35
5ba4836f5f81948f3cd56034b22750861943cc65d311f250b8072c528736ea26,23.63733,37.94733,0.1,2019-04-29 20:03:16,2019-04-29 20:02:46,2019-04-29 20:03:46
ce1b88a7983b03e73811ccc8ea111f6879a89ae04eca20ee8f6a8c1c080917b5,23.6363,37.93988,0.1,2019-04-29 20:03:21,2019-04-29 20:02:51,2019-04-29 20:03:51
11e59aaa59860630711db1173860c9b322292d9da5a3311c469093a8d754c058,23.64146,37.94437,1.8,2019-04-29 20:03:23,2019-04-29 20:02:53,2019-04-29 20:03:53
1d2a32243707b28cb49a7c7806585b884d7f84b30c1a248eda6636f67780f0a4,23.64078,37.94761,0.1,2019-04-29 20:03:25,2019-04-29 20:02:55,2019-04-29 20:03:55
ce1b88a7983b03e73811ccc8ea111f6879a89ae04eca20ee8f6a8c1c080917b5,23.6363,37.93988,0.1,2019-04-29 20:03:32,2019-04-29 20:03:02,2019-04-29 20:04:02
11e59aaa59860630711db1173860c9b322292d9da5a3311c469093a8d754c058,23.64151,37.94443,1.2,2019-04-29 20:03:32,2019-04-29 20:03:02,2019-04-29 20:04:02
ce1b88a7983b03e73811ccc8ea111f6879a89ae04eca20ee8f6a8c1c080917b5,23.63631,37.93988,0.1,2019-04-29 20:03:42,2019-04-29 20:03:12,2019-04-29 20:04:12
