id_,vessel_id,dt,lon,lat,heading,course,speed,geom
66505,84872dde83fa3649fba717401ad1ceb3de83b0585f476fb1cba40efe9994b398,2019-04-01 06:26:29,23.63661,37.93797,190,250,0.2,0101000020E61000007B4E7ADFF8A237408750A5660FF84240
66575,84872dde83fa3649fba717401ad1ceb3de83b0585f476fb1cba40efe9994b398,2019-04-01 06:26:48,23.6366,37.93798,190,304,0.1,0101000020E610000034A2B437F8A23740AB2688BA0FF84240
57186,84872dde83fa3649fba717401ad1ceb3de83b0585f476fb1cba40efe9994b398,2019-04-01 05:46:25,23.61734,37.91506,335,335,12.8,0101000020E61000003C8386FE099E37405AF0A2AF20F54240
57224,84872dde83fa3649fba717401ad1ceb3de83b0585f476fb1cba40efe9994b398,2019-04-01 05:46:36,23.617,37.91565,335,335,12.7,0101000020E6100000CBA145B6F39D37408C4AEA0434F54240
57262,84872dde83fa3649fba717401ad1ceb3de83b0585f476fb1cba40efe9994b398,2019-04-01 05:46:48,23.61663,37.9163,335,335,12.7,0101000020E610000084BBB376DB9D374093A9825149F54240
57299,84872dde83fa3649fba717401ad1ceb3de83b0585f476fb1cba40efe9994b398,2019-04-01 05:47:00,23.61626,37.91694,335,336,12.7,0101000020E61000003DD52137C39D37407632384A5EF54240
57354,84872dde83fa3649fba717401ad1ceb3de83b0585f476fb1cba40efe9994b398,2019-04-01 05:47:13,23.61587,37.91763,335,336,12.6,0101000020E6100000689604A8A99D37400CEA5BE674F54240
57392,84872dde83fa3649fba717401ad1ceb3de83b0585f476fb1cba40efe9994b398,2019-04-01 05:47:25,23.6155,37.91826,335,336,12.6,0101000020E610000021B07268919D3740CB9C2E8B89F54240
57426,84872dde83fa3649fba717401ad1ceb3de83b0585f476fb1cba40efe9994b398,2019-04-01 05:47:36,23.61517,37.91884,335,336,12.5,0101000020E6100000F67AF7C77B9D3740DA20938C9CF54240
57499,84872dde83fa3649fba717401ad1ceb3de83b0585f476fb1cba40efe9994b398,2019-04-01 05:48:00,23.61449,37.92002,335,335,11.7,0101000020E610000013B875374F9D37403DD52137C3F54240
57660,84872dde83fa3649fba717401ad1ceb3de83b0585f476fb1cba40efe9994b398,2019-04-01 05:48:48,23.61328,37.92217,335,336,10.2,0101000020E6100000774A07EBFF9C374019ADA3AA09F64240
57794,84872dde83fa3649fba717401ad1ceb3de83b0585f476fb1cba40efe9994b398,2019-04-01 05:49:29,23.61235,37.92384,335,336,9.5,0101000020E6100000A2B437F8C29C37404A5E9D6340F64240
